Date,BND,GLD,QQQ,SPY
02/01/2020,71.09302520751953,143.9499969482422,208.84893798828125,298.57867431640625
03/01/2020,71.34699249267578,145.86000061035156,206.93588256835938,296.3177185058594
06/01/2020,71.26235199,147.38999938964844,208.26927185058594,297.4482116699219
07/01/2020,71.20307922363281,147.97000122070312,208.2402801513672,296.6119079589844
08/01/2020,71.09302520751953,146.86000061035156,209.8054656982422,298.19268798828125
09/01/2020,71.17768859863281,146.02999877929688,211.583252,300.2145996
10/01/2020,71.29618835449219,146.91000366210938,211.0421600341797,299.3506774902344
13/01/2020,71.25389099121094,145.82000732421875,213.47695922851562,301.4094238
14/01/2020,71.35544586,145.69000244140625,212.63638305664062,300.9498596191406
15/01/2020,71.46553802490234,146.5399932861328,212.72329711914062,301.62994384765625
16/01/2020,71.42321777,146.30999755859375,214.76197814941406,304.1390686035156
17/01/2020,71.41474151611328,146.5800018310547,215.82476806640625,305.0856628417969
21/01/2020,71.59250641,146.74000549316406,215.72813415527344,304.4882507324219
22/01/2020,71.65180206298828,146.7899932861328,216.29818725585938,304.5250549316406
23/01/2020,71.77880096435547,147.1199951171875,216.99383544921875,304.87432861328125
24/01/2020,71.88883209228516,147.97999572753906,215.1677703857422,302.1630554199219
27/01/2020,72.12590789794922,148.99000549316406,210.72329711914062,297.3194885253906
28/01/2020,71.99890899658203,147.66000366210938,213.96005249023438,300.4352111816406
29/01/2020,72.20214844,148.4600067138672,214.30783081054688,300.1870117
30/01/2020,72.21906280517578,148.47000122070312,215.07113647460938,301.16119384765625
31/01/2020,72.40531921386719,149.3300018310547,211.66049194335938,295.6927795410156
03/02/2020,72.33998107910156,148.36000061035156,214.85858154296875,297.8894348144531
04/02/2020,72.11936950683594,146.42999267578125,219.7764434814453,302.4295654296875
05/02/2020,72.00058746,146.61000061035156,220.50106811523438,305.9220275878906
06/02/2020,72.06846618652344,147.39999389648438,222.4044647216797,306.9513854980469
07/02/2020,72.28908539,147.7899932861328,221.44790649414062,305.3155212402344
10/02/2020,72.39937591552734,148.1699981689453,224.1242218017578,307.5947570800781
11/02/2020,72.28060913085938,147.66000366210938,224.16287231445312,308.1278381347656
12/02/2020,72.19572448730469,147.5399932861328,226.3463897705078,310.1130065917969
13/02/2020,72.26360321044922,148.3800048828125,226.05657958984375,309.7821350097656
14/02/2020,72.33998107910156,149,226.70387268066406,310.2784118652344
18/02/2020,72.45027160644531,150.91000366210938,226.7908935546875,309.4788818359375
19/02/2020,72.44181060791016,151.7899932861328,228.9647674560547,310.95855712890625
20/02/2020,72.61998748779297,152.41000366210938,226.83917236328125,309.68109130859375
21/02/2020,72.79816436767578,154.6999969482422,222.4817352294922,306.4919434
24/02/2020,73.02724457,156.08999633789062,213.90203857421875,296.3269348144531
25/02/2020,73.08663940429688,153.3000030517578,208.08566284179688,287.3476563
26/02/2020,73.04422760009766,153.97000122070312,209.1581268310547,286.2906494140625
27/02/2020,73.12903594970703,154,198.6847381591797,273.4328918457031
28/02/2020,73.61268615722656,148.3800048828125,198.8393555,272.2840881347656
02/03/2020,73.56420898,149.1999969482422,209.10015869140625,284.0757141113281
03/03/2020,74.00629425048828,153.88999938964844,202.39488220214844,275.9418640136719
04/03/2020,73.98926544189453,154.16000366210938,210.8392791748047,287.5406799316406
05/03/2020,74.26985168457031,157.49000549316406,204.43348693847656,277.98223876953125
06/03/2020,74.77993011,157.5500030517578,200.98423767089844,273.3869323730469
09/03/2020,74.61840057373047,157.80999755859375,187.0229949951172,252.0369415283203
10/03/2020,73.61523438,154.47999572753906,197.20651245117188,265.0784912109375
11/03/2020,72.22095489501953,153.92999267578125,188.6171875,252.15640258789062
12/03/2020,68.29324340820312,147.7899932861328,171.32261657714844,228.03077697753906
13/03/2020,71.17527008,143.27999877929688,185.83457946777344,247.52427673339844
16/03/2020,71.92341613769531,141.63999938964844,163.57388305664062,220.4392547607422
17/03/2020,70.43564606,143.55999755859375,175.9796142578125,232.34120178222656
18/03/2020,68.73533630371094,140.6999969482422,170.62693786621094,220.5771026611328
19/03/2020,68.69284057617188,138.0399932861328,171.6510772705078,221.0457763671875
20/03/2020,69.85749816894531,140.11000061035156,164.92649841308594,211.51998901367188
23/03/2020,71.40481567382812,146.3000030517578,165.04559326171875,206.1118164
24/03/2020,71.48132324,153.39999389648438,177.82635498046875,224.78628540039062
25/03/2020,72.44200134277344,151.3000030517578,176.5095215,228.1513214111328
26/03/2020,72.77357482910156,153.24000549316406,185.80459594726562,241.47305297851562
27/03/2020,73.16464233398438,152.25,179.41424560546875,234.2805938720703
30/03/2020,73.24117279052734,152.9199981689453,185.9401092529297,241.88900756835938
31/03/2020,72.56104278564453,148.0500030517578,184.35223388671875,238.28355407714844
01/04/2020,72.93592834472656,149.4499969482422,176.51922607421875,227.5596466064453
02/04/2020,73.27672576904297,151.89999389648438,180.1016845703125,232.8107147216797
03/04/2020,73.24263763427734,152.64999389648438,177.54551696777344,229.44561767578125
06/04/2020,73.47271728515625,156.8800048828125,190.23915100097656,244.8566131591797
07/04/2020,73.54089355,156.0399932861328,190.16165161132812,245.10623168945312
08/04/2020,73.72834014892578,154.64999389648438,194.19924926757812,253.3341064453125
09/04/2020,74.53780364990234,158.69000244140625,194.47999572753906,257.1891174316406
13/04/2020,74.29920196533203,161.41000366210938,196.5810547,254.84092712402344
14/04/2020,74.29920196533203,162.67999267578125,205.1306152,262.35699462890625
15/04/2020,74.66559600830078,161.85000610351562,202.77777099609375,256.7823486328125
16/04/2020,74.70822143554688,161.7100067138672,206.47647094726562,258.0211181640625
17/04/2020,74.60594177246094,158.57000732421875,208.45164489746094,264.99163818359375
20/04/2020,74.48666381835938,159.6999969482422,205.98265075683594,260.3231506347656
21/04/2020,74.58041381835938,158.61000061035156,198.3820037841797,252.4188232421875
22/04/2020,74.52074432373047,161.72999572753906,204.26885986328125,258.0211181640625
23/04/2020,74.64003754,163.33999633789062,203.83319091796875,258.0025939941406
24/04/2020,74.61446380615234,162.63999938964844,207.04771423339844,261.5988464355469
27/04/2020,74.35037231445312,161.55999755859375,208.71307373046875,265.3706970214844
28/04/2020,74.57189941,160.83999633789062,204.78201293945312,264.15045166015625
29/04/2020,74.62301635742188,161.72999572753906,212.04379272460938,271.0655822753906
30/04/2020,74.56335449,158.8000030517578,211.95663452148438,268.541748
01/05/2020,74.53260040283203,159.77999877929688,205.98265075683594,261.4324645996094
04/05/2020,74.60943603515625,160.33999633789062,208.3839111328125,262.1536560058594
05/05/2020,74.54114532470703,161.02000427246094,210.7463836669922,264.57562255859375
06/05/2020,74.20818328857422,158.9499969482422,212.04379272460938,262.78216552734375
07/05/2020,74.44725799560547,161.38999938964844,214.7742919921875,265.953125
08/05/2020,74.23378754,160.4199981689453,217.71771240234375,270.3536376953125
11/05/2020,74.00331879,159.4199981689453,219.6638184,270.4091491699219
12/05/2020,74.24232482910156,160.0399932861328,215.0646973,265.0194396972656
13/05/2020,74.3277359,161.5800018310547,212.37303161621094,260.33233642578125
14/05/2020,74.53260040283203,163.00999450683594,214.78390502929688,263.44781494140625
15/05/2020,74.57530975341797,163.92999267578125,216.1781463623047,264.65887451171875
18/05/2020,74.43869018554688,162.69000244140625,220.20606994628906,272.7203063964844
19/05/2020,74.53260040283203,164.25999450683594,219.65414428710938,269.9190673828125
20/05/2020,74.72897338867188,164.64999389648438,224.04022216796875,274.5045471191406
21/05/2020,74.80580139160156,162.25,221.60028076171875,272.6094055175781
22/05/2020,74.83143615722656,163.2100067138672,222.36520385742188,273.1270751953125
26/05/2020,74.78873443603516,160.88999938964844,221.7648926,276.49212646484375
27/05/2020,74.82289123535156,161.17999267578125,222.9752197265625,280.60614013671875
28/05/2020,74.84851837158203,161.72000122070312,222.68470764160156,280.0882873535156
29/05/2020,75.06195831298828,162.91000366210938,225.94769287109375,281.3363342285156
01/06/2020,75.00121307373047,163.66000366210938,226.62547302246094,282.4734802246094
02/06/2020,75.06109619140625,162.60000610351562,228.14556884765625,284.8124694824219
03/06/2020,74.88999938964844,159.60000610351562,229.17190551757812,288.60272216796875
04/06/2020,74.71037292480469,161.27999877929688,227.56466674804688,287.8446960449219
05/06/2020,74.70183563232422,158.00999450683594,232.07664489746094,295.2220153808594
08/06/2020,74.77881622314453,159.72000122070312,233.87753295898438,298.7904968261719
09/06/2020,74.83014678955078,161.25999450683594,235.5719451904297,296.5625305175781
10/06/2020,75.14662170410156,163.57000732421875,238.3992156982422,294.9076843261719
11/06/2020,75.00975036621094,162.38999938964844,226.5867156982422,277.9065856933594
12/06/2020,75.08672332763672,162.6199951171875,228.38766479492188,281.2347106933594
15/06/2020,75.24074554,162.3300018310547,231.16647338867188,283.8601989746094
16/06/2020,75.14662170410156,162.25,235.1362762451172,289.3238525390625
17/06/2020,75.16376495361328,162.55999755859375,235.88180541992188,288.1220703
18/06/2020,75.24926758,162.24000549316406,236.52088928222656,288.23297119140625
19/06/2020,75.27495574951172,164.02999877929688,236.48208618164062,286.58575439453125
22/06/2020,75.24926758,165.08999633789062,239.31814575195312,288.4242858886719
23/06/2020,75.21503448486328,166.47999572753906,241.35499572753906,289.75213623046875
24/06/2020,75.22360992,165.89999389648438,236.37928771972656,282.3609313964844
25/06/2020,75.30060577392578,165.8000030517578,238.62954711914062,285.3879395
26/06/2020,75.43748474121094,166.5399932861328,232.99424743652344,278.60955810546875
29/06/2020,75.48882293701172,166.6300048828125,235.53546142578125,282.7044677734375
30/06/2020,75.56575775146484,167.3699951171875,240.15228271484375,286.3257141113281
01/07/2020,75.58463287353516,166.6199951171875,242.9553985595703,288.3313293457031
02/07/2020,75.70458984,166.97999572753906,244.60423278808594,289.91925048828125
06/07/2020,75.67891693115234,167.97999572753906,250.61769104003906,294.3947754
07/07/2020,75.79888916015625,169.0399932861328,248.8912353515625,291.3585205078125
08/07/2020,75.75604248046875,170.08999633789062,252.16954040527344,293.5869445800781
09/07/2020,75.96170043945312,169.6300048828125,254.29376220703125,291.9155578613281
10/07/2020,75.87599945,169.19000244140625,256.0298767089844,294.8962097167969
13/07/2020,75.91026306152344,169.39999389648438,250.76319885253906,292.3428039550781
14/07/2020,76.00455474853516,170.19000244140625,252.53819274902344,296.13116455078125
15/07/2020,76.01312255859375,170.33999633789062,253.0522003173828,298.8517761230469
16/07/2020,76.06455231,168.72999572753906,251.32577514648438,297.8676452636719
17/07/2020,76.14163208007812,170.1199951171875,251.61672973632812,298.7311096191406
20/07/2020,76.21878814697266,170.94000244140625,258.7553711,301.1453552246094
21/07/2020,76.26162719726562,173,256.0589599609375,301.7860107421875
22/07/2020,76.36446380615234,175.6300048828125,256.9609680175781,303.5038146972656
23/07/2020,76.43300629,177.17999267578125,250.24913024902344,299.8825378417969
24/07/2020,76.41586303710938,178.6999969482422,247.8728485107422,297.9510803222656
27/07/2020,76.36446380615234,182.22999572753906,252.29568481445312,300.1239013671875
28/07/2020,76.39874267578125,183.75,249.08526611328125,298.2204284667969
29/07/2020,76.51871490478516,185.1300048828125,251.9562225341797,301.8881836
30/07/2020,76.56157684326172,183.75999450683594,253.27532958984375,300.8110352
31/07/2020,76.66439819335938,185.42999267578125,257.795166,303.1880798339844
03/08/2020,76.63778686523438,185.63999938964844,261.2771911621094,305.2959289550781
04/08/2020,76.80090332,189.58999633789062,262.2470397949219,306.4751281738281
05/08/2020,76.69790649414062,191.35000610351562,262.89691162109375,308.3786926269531
06/08/2020,76.81807708740234,193.88999938964844,266.3788757324219,310.4400329589844
07/08/2020,76.73223114013672,190.80999755859375,263.3042907714844,310.6628723144531
10/08/2020,76.64637756347656,190.14999389648438,262.1791992,311.5914306640625
11/08/2020,76.38024902,179.94000244140625,257.21319580078125,309.01934814453125
12/08/2020,76.18280792236328,179.10000610351562,263.6825256347656,313.3278809
13/08/2020,75.93384552001953,183.3300018310547,264.28387451171875,312.76141357421875
14/08/2020,75.84800720214844,182.5399932861328,263.97357177734375,312.770752
17/08/2020,75.94242095947266,186.5,267.03851318359375,313.7642517089844
18/08/2020,76.04544067382812,188.17999267578125,269.6087646484375,314.44207763671875
19/08/2020,75.91668701171875,182.24000549316406,267.7950744628906,313.1328125
20/08/2020,76.04544067382812,183.5,271.5097656,314.10784912109375
21/08/2020,76.20851898,182.02999877929688,273.3913879394531,315.2220153808594
24/08/2020,76.12273406982422,181,275.0984802246094,318.4162902832031
25/08/2020,75.97679901123047,181.22000122070312,277.2613830566406,319.5304260253906
26/08/2020,75.93384552001953,183.36000061035156,283.1779479980469,322.7339782714844
27/08/2020,75.65914154052734,181.24000549316406,282.29534912109375,323.4395751953125
28/08/2020,75.71920013427734,184.38999938964844,283.73077392578125,325.5289001464844
31/08/2020,75.94242095947266,184.8300018310547,286.0101318359375,324.34967041015625
01/09/2020,76.15139770507812,185.0500030517578,290.8985595703125,327.4045715332031
02/09/2020,76.31480407714844,182.6199951171875,293.6530456542969,332.1401367
03/09/2020,76.32334137,181.13999938964844,278.7648010253906,320.7097473144531
04/09/2020,75.87618255615234,181.63999938964844,275.0499267578125,318.0913086
08/09/2020,75.98799896240234,181.2899932861328,261.8299865722656,309.40008544921875
09/09/2020,75.93642426,183.0500030517578,269.5214538574219,315.5098876953125
10/09/2020,75.95356750488281,182.4600067138672,264.14813232421875,310.0314941
11/09/2020,76.03098297,182.4499969482422,262.31500244140625,310.1893310546875
14/09/2020,76.03098297,183.88999938964844,266.8833312988281,314.2749023
15/09/2020,76.07400512695312,183.4499969482422,270.6660156,315.862793
16/09/2020,76.05682373046875,183.97000122070312,266.3498535,314.6092529296875
17/09/2020,76.05682373046875,182.9600067138672,262.1888732910156,311.8421630859375
18/09/2020,75.97076416015625,183.1999969482422,258.84259033203125,308.2519836425781
21/09/2020,76.01380920410156,179.52000427246094,259.4633483886719,304.8213195800781
22/09/2020,76.03961181640625,178.64999389648438,264.28387451171875,307.9257507324219
23/09/2020,75.86759185791016,174.7899932861328,256.2141113,300.7846374511719
24/09/2020,75.87618255615234,175.44000244140625,257.4071350097656,301.5863952636719
25/09/2020,75.86759185791016,174.94000244140625,263.3916016,306.4621582
28/09/2020,75.93642426,176.6999969482422,268.86199951171875,311.5522766113281
29/09/2020,75.98799896240234,178.19000244140625,267.6494445800781,309.8554992675781
30/09/2020,75.86759185791016,177.1199951171875,269.48272705078125,312.204834
01/10/2020,75.94512176513672,178.6999969482422,273.7600098,314.2091369628906
02/10/2020,75.89344024658203,178.5399932861328,266.0588684082031,311.2259216308594
05/10/2020,75.60915375,179.41000366210938,271.7328796386719,316.7448425292969
06/10/2020,75.71251678466797,177.3000030517578,266.8833312988281,312.2420654296875
07/10/2020,75.60915375,177.22000122070312,271.50018310546875,317.6771240234375
08/10/2020,75.73838043,177.85000610351562,272.9452819824219,320.4925842285156
09/10/2020,75.75559997558594,181.0800018310547,277.1159668,323.35467529296875
12/10/2020,75.86759185791016,180.55999755859375,285.6706543,328.5566711425781
13/10/2020,75.92790222167969,177.72000122070312,285.6609191894531,326.4124755859375
14/10/2020,75.97094727,178.27000427246094,283.2749023,324.36151123046875
15/10/2020,75.92790222167969,178.9199981689453,281.3739318847656,323.96063232421875
16/10/2020,75.86759185791016,178.3000030517578,279.83172607421875,323.7648620605469
19/10/2020,75.79866790771484,178.38999938964844,275.2633361816406,318.8425598144531
20/10/2020,75.66947937011719,179.25,275.8551025390625,320.1195983886719
21/10/2020,75.58332061767578,180.60000610351562,275.64166259765625,319.5137939453125
22/10/2020,75.45410156,178.8300018310547,275.6319274902344,321.2663574
23/10/2020,75.54886627197266,178.63999938964844,276.1750488,322.35711669921875
26/10/2020,75.66083526611328,178.5500030517578,272.0335388183594,316.4000244140625
27/10/2020,75.84178924560547,179.02000427246094,274.15765380859375,315.3091735839844
28/10/2020,75.73838043,176.1300048828125,263.46917724609375,304.5323486328125
29/10/2020,75.57469177246094,175.39999389648438,268.0762939453125,307.62738037109375
30/10/2020,75.44551086425781,176.1999969482422,261.2771911621094,304.42047119140625
02/11/2020,75.54990387,177.91000366210938,261.8591309,307.8325195
03/11/2020,75.53262329101562,178.9199981689453,266.3886719,313.2675781
04/11/2020,76.05040740966797,178.82000732421875,278.2798767089844,320.2688293457031
05/11/2020,76.12807465,182.92999267578125,285.5349426269531,326.5150451660156
06/11/2020,75.95549011230469,183.19000244140625,285.74822998046875,326.4404297
09/11/2020,75.60165405273438,175.0800018310547,279.9092102050781,330.5423583984375
10/11/2020,75.45497894,175.66000366210938,274.8948059082031,330.0575866699219
11/11/2020,75.50675964355469,174.89999389648438,281.04412841796875,332.5093994140625
12/11/2020,75.75702667236328,175.9600067138672,279.72503662109375,329.28375244140625
13/11/2020,75.78289031982422,177.16000366210938,282.1789245605469,333.8425598144531
16/11/2020,75.82606506347656,177.14999389648438,284.3806152,338.0097351074219
17/11/2020,75.95549011230469,176.5,283.47857666015625,336.19183349609375
18/11/2020,76.04180145263672,175.49000549316406,281.3835754394531,332.1458740234375
19/11/2020,76.19712067,175.16000366210938,283.5853576660156,333.54425048828125
20/11/2020,76.26615142822266,175.69000244140625,281.6454162597656,331.2601623535156
23/11/2020,76.20574188232422,172.22999572753906,281.65521240234375,333.24591064453125
24/11/2020,76.12807465,169.58999633789062,285.61248779296875,338.61578369140625
25/11/2020,76.09355163574219,169.50999450683594,287.3680419921875,338.0936279296875
27/11/2020,76.25753021240234,167.7899932861328,290.0159912109375,339.03533935546875
30/11/2020,76.36103820800781,166.6699981689453,290.60748291015625,337.5343017578125
01/12/2020,76.13030242919922,170.17999267578125,294.33197021484375,341.2261047363281
02/12/2020,76.00064086914062,171.4600067138672,294.7102966308594,341.9440002441406
03/12/2020,76.14758301,172.80999755859375,295.12738037109375,341.8507080078125
04/12/2020,75.94879913330078,172.32000732421875,296.33001708984375,344.7966309
07/12/2020,76.05248260498047,174.88999938964844,298.0080261230469,344.08807373046875
08/12/2020,76.07843780517578,175.5,299.01678466796875,345.0950012207031
09/12/2020,75.94879913330078,172.5,292.2466125488281,341.99993896484375
10/12/2020,76.10437012,172.1699981689453,293.4202880859375,341.8879699707031
11/12/2020,76.22537231445312,172.49000549316406,292.7704772949219,341.4871826171875
14/12/2020,76.19942474365234,171.5399932861328,294.89459228515625,339.9582214355469
15/12/2020,76.23400115966797,173.94000244140625,298.0469055175781,344.55426025390625
16/12/2020,76.15622711,174.89999389648438,299.6860352,345.0950012207031
17/12/2020,76.17350006103516,176.74000549316406,301.6451721191406,347.0246887207031
18/12/2020,76.14758301,176.44000244140625,300.7334899902344,345.63909912109375
21/12/2020,76.15622711,175.8800048828125,300.1709289550781,344.4032897949219
22/12/2020,76.27724457,174.49000549316406,300.98712158203125,343.82281494140625
23/12/2020,76.19137573242188,175.64999389648438,299.4713134765625,344.13177490234375
24/12/2020,76.32144165039062,176.35000610351562,300.7927246,345.4705810546875
28/12/2020,76.29543304,175.7100067138672,303.8243713378906,348.4384460449219
29/12/2020,76.32144165039062,176.35000610351562,304.0964355,347.7736816
30/12/2020,76.37348937988281,177.6999969482422,304.1062012,348.2699890136719
31/12/2020,76.47755432128906,178.36000061035156,304.8543395996094,350.03948974609375
04/01/2021,76.37348937988281,182.3300018310547,300.5498352050781,345.27398681640625
05/01/2021,76.2434082,182.8699951171875,303.0276184082031,347.6520080566406
06/01/2021,75.90518951416016,179.89999389648438,298.83001708984375,349.73040771484375
07/01/2021,75.74911499023438,179.47999572753906,306.0592956542969,354.92657470703125
08/01/2021,75.67974090576172,173.33999633789062,309.9946289,356.9488220214844
11/01/2021,75.60166168,173,305.5152282714844,354.5426940917969
12/01/2021,75.58432006835938,174.1199951171875,305.0292969,354.6176452636719
13/01/2021,75.78378295898438,173.3699951171875,307.0893249511719,355.5725402832031
14/01/2021,75.68841552734375,173.27999877929688,305.4471130371094,354.3273620605469
15/01/2021,75.74911499023438,171.1300048828125,303.0276184082031,351.7433776855469
19/01/2021,75.85315704345703,172.5800018310547,307.4488220214844,354.50518798828125
20/01/2021,75.84449768066406,175.38999938964844,314.60028076171875,359.4111633300781
21/01/2021,75.74044036865234,175.27999877929688,317.11700439453125,359.7388000488281
22/01/2021,75.77510833740234,173.89999389648438,316.2035827636719,358.46551513671875
25/01/2021,75.94855499267578,174.0500030517578,318.8173828,359.8792419433594
26/01/2021,75.93989562988281,173.6199951171875,319.2838439941406,359.3175354003906
27/01/2021,75.93989562988281,172.52000427246094,310.3831787109375,350.53558349609375
28/01/2021,75.87918853759766,172.67999267578125,312.21966552734375,353.5502624511719
29/01/2021,75.81845092773438,172.61000061035156,305.65106201171875,346.47235107421875
01/02/2021,75.84362793,174.22999572753906,313.2885437011719,352.2395935058594
02/02/2021,75.74813079833984,172.11000061035156,318.39959716796875,357.2203063964844
03/02/2021,75.61782074,171.85000610351562,317.1364440917969,357.5012207
04/02/2021,75.63519287109375,168.14999389648438,320.8870544433594,361.5644836425781
05/02/2021,75.53096771240234,169.80999755859375,321.9753418,362.9875488
08/02/2021,75.61782074,171.52000427246094,324.1324768066406,365.60906982421875
09/02/2021,75.58307647705078,172.0800018310547,324.0644226074219,365.36566162109375
10/02/2021,75.70468903,172.7100067138672,323.3259277,365.2064208984375
11/02/2021,75.62652587890625,171.2100067138672,325.1041259765625,365.79620361328125
12/02/2021,75.42674255371094,170.69000244140625,326.92120361328125,367.60321044921875
16/02/2021,75.07065582,168.24000549316406,326.0369873046875,367.28485107421875
17/02/2021,75.22698974609375,166.3300018310547,324.4725341796875,367.3691101074219
18/02/2021,75.18354797363281,166.32000732421875,323.0539245605469,365.8056335449219
19/02/2021,74.92298126220703,167.00999450683594,321.6450195,365.1595764160156
22/02/2021,74.71450805664062,169.50999450683594,313.3080749511719,362.3509216308594
23/02/2021,74.69717407226562,169.1199951171875,312.37518310546875,362.7908935546875
24/02/2021,74.65373992919922,169,314.9501037597656,366.7886657714844
25/02/2021,74.00229645,165.82000732421875,303.9701843261719,357.95062255859375
26/02/2021,74.64504242,161.80999755859375,305.2430725097656,356.1062012
01/03/2021,74.54846191,161.52999877929688,314.4254150390625,364.7382813
02/03/2021,74.53977966308594,162.41000366210938,309.38238525390625,361.8922119140625
03/03/2021,74.30489349365234,160.6199951171875,300.40411376953125,357.0986633300781
04/03/2021,74.07003784179688,159.0399932861328,295.4873962402344,352.6795654296875
05/03/2021,74.02655029296875,159.13999938964844,299.9376525878906,359.1677246
08/03/2021,73.68730926513672,157.49000549316406,291.44525146484375,357.3795471191406
09/03/2021,73.93088531,160.83999633789062,302.9401550292969,362.4819641113281
10/03/2021,74.07003784179688,161.66000366210938,302.0753173828125,364.7382813
11/03/2021,74.07875824,161.52000427246094,309.03265380859375,368.43646240234375
12/03/2021,73.63509368896484,161.49000549316406,306.5256652832031,368.9326477050781
15/03/2021,73.72211456298828,162.1999969482422,309.8002014160156,371.1328430175781
16/03/2021,73.71340179,162.35000610351562,311.50067138671875,370.6646728515625
17/03/2021,73.68730926513672,163.50999450683594,312.78326416015625,371.9285583496094
18/03/2021,73.38283539,162.55999755859375,303.20257568359375,366.51715087890625
19/03/2021,73.44374084472656,163.24000549316406,304.2713623046875,365.8390197753906
22/03/2021,73.65252685546875,163,309.9774169921875,368.7602233886719
23/03/2021,73.81776428222656,161.80999755859375,308.6250915527344,365.8577575683594
24/03/2021,73.93088531,162.3699951171875,303.42010498046875,363.99798583984375
25/03/2021,73.87867736816406,161.77999877929688,302.8946838378906,366.0456237792969
26/03/2021,73.74819183,162.24000549316406,307.43817138671875,371.94451904296875
29/03/2021,73.65252685546875,160.30999755859375,307.3506164550781,371.7565918
30/03/2021,73.73078918457031,157.57000732421875,305.80364990234375,370.7703552246094
31/03/2021,73.69600677490234,159.9600067138672,310.4833679199219,372.2731934
01/04/2021,73.93313598632812,161.97999572753906,315.7760314941406,376.2933654785156
05/04/2021,73.81983184814453,161.9199981689453,322.0804138183594,381.69439697265625
06/04/2021,74.08135223388672,163.22000122070312,321.85662841796875,381.4689941
